Stock Name,NSE Symbol
Fertilizers and Chemicals Travancore Limited,FACT
Ginni Filaments Ltd.,GINNIFILA
Southern Petrochemical Industries Corporation Limited,SPIC
De Nora India Limited,DENORA
KAVERI TELECOM PRODUCTS LTD.,KAVVERITEL
Saksoft Limited,SAKSOFT
Salona Cotspin Ltd.,SALONA
EQUIPPP SOCIAL IMPACT TECHNOLOGIES LIMITED,EQUIPPP
The Andhra Sugars Ltd.,ANDHRSUGAR
INDIA MOTOR PARTS & ACCESSORIES LTD,IMPAL
K.C.P. LTD,KCP
Khaitan (India) Ltd.,KHAITANLTD
RADAAN MEDIAWORKS (I) LIMITED,RADAAN
SUNDARAM FINANCE LTD,SUNDARMFIN
SUNDARAM BRAKE LININGS LTD,SUNDRMBRAK
WHEELS INDIA LTD,WHEELS
Lambodhara Textiles Ltd.,LAMBODHARA
Maithan Alloys Limited,MAITHANALL
Orissa Minerals Development Company Limited,ORISSAMINE
Madras Fertilizers Ltd,MADRASFERT
Jyoti Structures Ltd.,JYOTI-RE1
Thangamayil Jewellery Limited,THANG-RE
